keyword,timestamp,pos_hype,neg_hype
$TSLA,2020-03-24 18:38:53,0,3
$TSLA,2020-03-24 18:41:02,56,0
$TSLA,2020-03-24 18:42:22,2,0
$TSLA,2020-03-24 18:43:49,21,0
$TSLA,2020-03-24 18:44:54,6,0
$TSLA,2020-03-24 18:46:35,4,11
$TSLA,2020-03-24 18:48:58,25,0
$TSLA,2020-03-24 18:51:27,3,0
$TSLA,2020-03-24 18:53:49,4,2
$TSLA,2020-03-24 18:56:12,22,8
$TSLA,2020-03-24 18:58:35,8,0
$TSLA,2020-03-24 18:59:52,5,0
$TSLA,2020-03-24 19:00:59,15,1
$TSLA,2020-03-24 19:02:21,5,6
$TSLA,2020-03-24 19:03:53,1,3
$TSLA,2020-03-24 19:05:02,237,0
$TSLA,2020-03-24 19:06:31,0,1
$TSLA,2020-03-24 19:07:43,0,30
$TSLA,2020-03-24 19:08:55,3,1
$TSLA,2020-03-24 19:10:02,14,0
$TSLA,2020-03-24 19:11:47,4,0
$TSLA,2020-03-24 19:14:25,1,6
$TSLA,2020-03-24 19:15:34,1,5
$TSLA,2020-03-24 19:17:57,1,0
$TSLA,2020-03-24 19:19:05,24,0
$TSLA,2020-03-24 19:20:11,2,5
$TSLA,2020-03-24 19:21:36,0,2
$TSLA,2020-03-24 19:23:13,9,105
$TSLA,2020-03-24 19:24:21,130,5
$TSLA,2020-03-24 19:26:43,1,2
$TSLA,2020-03-24 19:28:06,2,4
$TSLA,2020-03-24 19:29:27,3,0
$TSLA,2020-03-24 19:30:40,1,8
$TSLA,2020-03-24 19:32:41,513,0
$TSLA,2020-03-24 19:33:45,69,19
$TSLA,2020-03-24 19:35:23,0,3
$TSLA,2020-03-24 19:37:58,4,9
$TSLA,2020-03-24 19:39:24,9,23
$TSLA,2020-03-24 19:41:36,28,2
$TSLA,2020-03-24 19:42:55,1,0
$TSLA,2020-03-24 19:44:46,2,2
$TSLA,2020-03-24 19:46:08,0,2
$TSLA,2020-03-24 19:47:11,1,2
$TSLA,2020-03-24 19:48:26,12,8
$TSLA,2020-03-24 19:50:04,0,4
$TSLA,2020-03-24 19:51:33,8,1
$TSLA,2020-03-24 19:53:22,7,2
$TSLA,2020-03-24 19:54:32,4,1
$TSLA,2020-03-24 19:55:34,4,0
$TSLA,2020-03-24 19:57:14,9,59
$TSLA,2020-03-24 19:58:18,6,79
$TSLA,2020-03-24 20:00:10,5,4
$TSLA,2020-03-24 20:01:49,5,26
$TSLA,2020-03-24 20:03:29,14,6
$TSLA,2020-03-24 20:04:59,2,2
$TSLA,2020-03-24 20:06:39,20,3
$TSLA,2020-03-24 20:08:25,2,2
$TSLA,2020-03-24 20:09:30,0,19
$TSLA,2020-03-24 20:11:22,7,5
$TSLA,2020-03-24 20:12:47,2,1
$TSLA,2020-03-24 20:13:56,4,0
$TSLA,2020-03-24 20:15:12,12,0
$TSLA,2020-03-24 20:16:26,1,2
$TSLA,2020-03-24 20:20:15,43,0
$TSLA,2020-03-24 20:21:16,2,22
$TSLA,2020-03-24 20:23:55,14,4
$TSLA,2020-03-24 20:26:03,15,2
$TSLA,2020-03-24 20:27:10,29,0
$TSLA,2020-03-24 20:28:17,102,0
$TSLA,2020-03-24 20:29:18,1,3
$TSLA,2020-03-24 20:30:22,1,0
$TSLA,2020-03-24 20:31:35,50,6
$TSLA,2020-03-24 20:33:09,7,2
$TSLA,2020-03-24 20:34:31,10,0
$TSLA,2020-03-24 20:36:00,2,0
$TSLA,2020-03-24 20:37:39,8,5
$TSLA,2020-03-24 20:39:16,1,37
$TSLA,2020-03-24 20:40:17,38,0
$TSLA,2020-03-24 20:42:13,27,2
$TSLA,2020-03-24 20:44:07,1,17
$TSLA,2020-03-24 20:45:17,0,10
$TSLA,2020-03-24 20:47:48,114,41
$TSLA,2020-03-24 20:49:22,3,6
$TSLA,2020-03-24 20:51:24,5,1
$TSLA,2020-03-24 20:52:46,3,1
$TSLA,2020-03-24 20:54:36,0,13
$TSLA,2020-03-24 20:56:35,10,14
$TSLA,2020-03-24 20:57:38,3,4
$TSLA,2020-03-24 20:58:48,5,0
$TSLA,2020-03-24 20:59:59,1,0
$TSLA,2020-03-24 21:01:22,6,1
$TSLA,2020-03-24 21:02:46,11,0
$TSLA,2020-03-24 21:05:24,2,0
$TSLA,2020-03-24 21:07:16,2,2
$TSLA,2020-03-24 21:08:29,3,17
$TSLA,2020-03-24 21:09:33,12,128
$TSLA,2020-03-24 21:11:40,0,40
$TSLA,2020-03-24 21:13:13,8,0
$TSLA,2020-03-24 21:15:43,3,56
$TSLA,2020-03-24 21:17:03,0,20
$TSLA,2020-03-24 21:18:49,0,2
$TSLA,2020-03-24 21:19:55,6,0
$TSLA,2020-03-24 21:21:01,18,0
$TSLA,2020-03-24 21:22:09,17,2
$TSLA,2020-03-24 21:23:22,38,1
$TSLA,2020-03-24 21:25:09,2,2
$TSLA,2020-03-24 21:26:52,13,2
$TSLA,2020-03-24 21:28:49,1,0
$TSLA,2020-03-24 21:31:31,28,43
$TSLA,2020-03-24 21:32:46,3,0
$TSLA,2020-03-24 21:33:50,2,0
$TSLA,2020-03-24 21:35:01,1,1
$TSLA,2020-03-24 21:37:41,46,10
$TSLA,2020-03-24 21:39:17,15,0
$TSLA,2020-03-24 21:42:01,3,0
$TSLA,2020-03-24 21:44:43,2,4
$TSLA,2020-03-24 21:46:50,2,19
$TSLA,2020-03-24 21:49:29,1,3
$TSLA,2020-03-24 21:51:00,3,38
$TSLA,2020-03-24 21:55:23,2,1
$TSLA,2020-03-24 21:58:57,19,0
$TSLA,2020-03-24 22:00:11,0,10
$TSLA,2020-03-24 22:01:43,0,2
$TSLA,2020-03-24 22:06:22,31,0
$TSLA,2020-03-24 22:08:00,12,74
$TSLA,2020-03-24 22:09:17,0,13
$TSLA,2020-03-24 22:11:06,7,0
$TSLA,2020-03-24 22:14:04,1,0
$TSLA,2020-03-24 22:16:35,1,0
$TSLA,2020-03-24 22:18:32,4,8
$TSLA,2020-03-24 22:22:06,3,0
$TSLA,2020-03-24 22:26:14,0,2
$TSLA,2020-03-24 22:27:23,1,0
$TSLA,2020-03-24 22:28:27,9,0
$TSLA,2020-03-24 22:29:55,6,0
$TSLA,2020-03-24 22:31:13,1,2
$TSLA,2020-03-24 22:32:18,11,0
$TSLA,2020-03-24 22:34:06,1,1
$TSLA,2020-03-24 22:35:25,3,1
$TSLA,2020-03-24 22:37:08,9,0
$TSLA,2020-03-24 22:41:08,11,0
$TSLA,2020-03-24 22:42:09,3,0
$TSLA,2020-03-24 22:44:04,2,39
$TSLA,2020-03-24 22:45:17,1,7
$TSLA,2020-03-24 22:47:38,1,0
$TSLA,2020-03-24 22:49:39,52,14
$TSLA,2020-03-24 22:51:57,2,0
$TSLA,2020-03-24 22:53:45,1,1
$TSLA,2020-03-24 22:55:42,1,2
$TSLA,2020-03-24 22:57:34,2,2
$TSLA,2020-03-24 23:00:22,39,2
$TSLA,2020-03-24 23:01:38,2,0
$TSLA,2020-03-24 23:03:05,5,4
$TSLA,2020-03-24 23:04:18,5,0
$TSLA,2020-03-24 23:05:50,13,2
$TSLA,2020-03-24 23:07:43,4,0
$TSLA,2020-03-24 23:09:10,5,9
$TSLA,2020-03-24 23:10:47,0,4
$TSLA,2020-03-24 23:12:59,2,1
$TSLA,2020-03-24 23:14:19,5,7
$TSLA,2020-03-24 23:15:40,4,0
$TSLA,2020-03-24 23:17:13,4,5
$TSLA,2020-03-24 23:19:33,6,0
$TSLA,2020-03-24 23:21:56,2,0
$TSLA,2020-03-24 23:24:02,11,0
$TSLA,2020-03-24 23:25:33,7,8
$TSLA,2020-03-24 23:28:22,0,10
$TSLA,2020-03-24 23:30:00,1,0
$TSLA,2020-03-24 23:31:39,3,0
$TSLA,2020-03-24 23:33:30,47,0
$TSLA,2020-03-24 23:35:33,5,1
$TSLA,2020-03-24 23:39:20,40,2
$TSLA,2020-03-24 23:40:36,0,6
$TSLA,2020-03-24 23:41:48,3,0
$TSLA,2020-03-24 23:43:11,5,11
$TSLA,2020-03-24 23:45:20,1,0
$TSLA,2020-03-24 23:47:55,0,62
$TSLA,2020-03-24 23:50:27,7,0
$TSLA,2020-03-24 23:51:55,0,1
$TSLA,2020-03-24 23:53:12,8,3
$TSLA,2020-03-24 23:54:57,7,37
$TSLA,2020-03-24 23:56:58,0,5
$TSLA,2020-03-25 13:45:13,14,1
$TSLA,2020-03-25 13:46:27,4,10
$TSLA,2020-03-25 13:47:42,4,5
$TSLA,2020-03-25 13:49:09,4,18
$TSLA,2020-03-25 13:50:22,1,0
$TSLA,2020-03-25 13:51:42,2,0
$TSLA,2020-03-25 13:53:17,1,13
$TSLA,2020-03-25 13:54:50,7,15
$TSLA,2020-03-25 13:56:02,9,6
$TSLA,2020-03-25 13:57:41,7,2
$TSLA,2020-03-25 13:58:59,5,6
$TSLA,2020-03-25 14:00:12,11,2
$TSLA,2020-03-25 14:01:47,4,15
$TSLA,2020-03-25 14:03:42,9,1
$TSLA,2020-03-25 14:04:45,2,3
$TSLA,2020-03-25 14:06:01,0,128
$TSLA,2020-03-25 14:07:05,0,9
$TSLA,2020-03-25 14:08:16,31,3
$TSLA,2020-03-25 14:09:34,2,3
$TSLA,2020-03-25 14:10:53,10,6
$TSLA,2020-03-25 14:12:27,2,1
$TSLA,2020-03-25 14:14:18,1,2
$TSLA,2020-03-25 14:15:30,2,3
$TSLA,2020-03-25 14:16:37,0,4
$TSLA,2020-03-25 14:18:15,2,0
$TSLA,2020-03-25 14:19:17,1,22
$TSLA,2020-03-25 14:20:37,0,2
$TSLA,2020-03-25 14:22:03,3,7
$TSLA,2020-03-25 14:24:06,17,2
$TSLA,2020-03-25 14:25:10,3,5
$TSLA,2020-03-25 14:26:26,0,26
$TSLA,2020-03-25 14:27:54,0,7
$TSLA,2020-03-25 14:29:04,0,10
$TSLA,2020-03-25 14:30:06,2,8
$TSLA,2020-03-25 14:31:08,299,10
$TSLA,2020-03-25 14:32:18,5,2
$TSLA,2020-03-25 14:33:23,8,169
$TSLA,2020-03-25 14:35:10,1,5
$TSLA,2020-03-25 14:36:56,1,3
$TSLA,2020-03-25 14:38:14,9,1
$TSLA,2020-03-25 14:39:22,5,13
$TSLA,2020-03-25 14:40:24,2,3
$TSLA,2020-03-25 14:41:52,30,23
$TSLA,2020-03-25 14:43:05,335,42
$TSLA,2020-03-25 14:44:19,2,1
$TSLA,2020-03-25 14:45:24,2,5
$TSLA,2020-03-25 14:46:46,11,0
$TSLA,2020-03-25 14:47:47,2,3
$TSLA,2020-03-25 14:48:49,1,3
$TSLA,2020-03-25 14:50:35,4,0
$TSLA,2020-03-25 14:51:37,10,64
$TSLA,2020-03-25 14:54:36,1,0
$TSLA,2020-03-25 14:55:44,0,28
$TSLA,2020-03-25 14:57:10,0,9
$TSLA,2020-03-25 14:58:32,62,1
$TSLA,2020-03-25 14:59:39,7,0
$TSLA,2020-03-25 15:01:39,30,0
$TSLA,2020-03-25 15:02:40,3,2
$TSLA,2020-03-25 15:04:10,5,2
$TSLA,2020-03-25 15:05:51,3,4
$TSLA,2020-03-25 15:07:13,9,0
$TSLA,2020-03-25 15:08:36,21,12
$TSLA,2020-03-25 15:10:15,3,1
$TSLA,2020-03-25 15:12:35,6,0
$TSLA,2020-03-25 15:13:50,7,3
$TSLA,2020-03-25 15:17:53,1,3
$TSLA,2020-03-25 15:18:55,8,1
$TSLA,2020-03-25 15:19:58,0,3
$TSLA,2020-03-25 15:21:31,0,4
$TSLA,2020-03-25 15:22:56,0,1
$TSLA,2020-03-25 15:24:11,1,4
$TSLA,2020-03-25 15:25:17,9,7
$TSLA,2020-03-25 15:27:05,6,5
$TSLA,2020-03-25 15:28:32,0,2
$TSLA,2020-03-25 15:29:51,1,6
$TSLA,2020-03-25 15:31:26,5,6
$TSLA,2020-03-25 15:33:28,41,0
$TSLA,2020-03-25 15:35:20,2,5
$TSLA,2020-03-25 15:36:21,7,0
$TSLA,2020-03-25 15:38:10,1,1
$TSLA,2020-03-25 15:41:04,5,1
$TSLA,2020-03-25 15:42:37,10,2
$TSLA,2020-03-25 15:43:40,7,2
$TSLA,2020-03-25 15:45:36,5,10
$TSLA,2020-03-25 15:46:56,10,5
$TSLA,2020-03-25 15:48:01,32,0
$TSLA,2020-03-25 15:50:02,6,4
$TSLA,2020-03-25 15:51:33,9,5
$TSLA,2020-03-25 15:53:03,27,0
$TSLA,2020-03-25 15:54:06,9,60
$TSLA,2020-03-25 15:55:47,18,1
$TSLA,2020-03-25 15:56:56,2,3
$TSLA,2020-03-25 15:58:01,0,2
$TSLA,2020-03-25 15:59:09,4,3
$TSLA,2020-03-25 16:00:23,4,7
$TSLA,2020-03-25 16:01:45,1,2
$TSLA,2020-03-25 16:03:36,2,1
$TSLA,2020-03-25 16:04:38,0,6
$TSLA,2020-03-25 16:05:57,0,4
$TSLA,2020-03-25 16:09:05,2,1
$TSLA,2020-03-25 16:10:18,2,4
$TSLA,2020-03-25 16:12:43,0,4
$TSLA,2020-03-25 16:13:44,6,0
$TSLA,2020-03-25 16:15:33,7,32
$TSLA,2020-03-25 16:17:04,5,2
$TSLA,2020-03-25 16:18:10,1,1
$TSLA,2020-03-25 16:20:49,39,3
$TSLA,2020-03-25 16:22:07,3,4
$TSLA,2020-03-25 16:23:31,17,12
$TSLA,2020-03-25 16:24:50,105,3
$TSLA,2020-03-25 16:26:35,4,0
$TSLA,2020-03-25 16:28:05,4,4
$TSLA,2020-03-25 16:29:07,4,4
$TSLA,2020-03-25 16:30:21,8,24
$TSLA,2020-03-25 16:32:08,10,2
$TSLA,2020-03-25 16:34:05,12,1
$TSLA,2020-03-25 16:35:11,9,3
$TSLA,2020-03-25 16:37:15,4,0
$TSLA,2020-03-25 16:38:55,5,1
$TSLA,2020-03-25 16:39:57,11,15
$TSLA,2020-03-25 16:41:36,9,0
$TSLA,2020-03-25 16:42:51,3,0
$TSLA,2020-03-25 16:44:26,13,3
$TSLA,2020-03-25 16:45:33,1,1
$TSLA,2020-03-25 16:47:41,3,1
$TSLA,2020-03-25 16:49:27,9,0
$TSLA,2020-03-25 16:50:39,4,0
$TSLA,2020-03-25 16:52:06,8,2
$TSLA,2020-03-25 16:53:16,2,0
$TSLA,2020-03-25 16:55:40,13,45
$TSLA,2020-03-25 16:58:31,1,2
$TSLA,2020-03-25 16:59:36,3,2
$TSLA,2020-03-25 17:00:38,4,0
$TSLA,2020-03-25 17:01:46,3,0
$TSLA,2020-03-25 17:03:13,3,0
$TSLA,2020-03-25 17:05:35,0,2
$TSLA,2020-03-25 17:07:38,184,1
$TSLA,2020-03-25 17:08:53,3,2
$TSLA,2020-03-25 17:10:37,17,0
$TSLA,2020-03-25 17:11:38,11,1
$TSLA,2020-03-25 17:13:53,1,0
$TSLA,2020-03-25 17:15:45,0,1
$TSLA,2020-03-25 17:18:31,1,0
$TSLA,2020-03-25 17:20:27,5,0
$TSLA,2020-03-25 17:21:30,10,0
$TSLA,2020-03-25 17:23:04,3,1
$TSLA,2020-03-25 17:24:39,5,3
$TSLA,2020-03-25 17:25:55,2,0
$TSLA,2020-03-25 17:27:27,0,12
$TSLA,2020-03-25 17:29:19,8,12
$TSLA,2020-03-25 17:31:09,12,0
$TSLA,2020-03-25 17:32:33,2,0
$TSLA,2020-03-25 17:33:39,2,0
$TSLA,2020-03-25 17:34:47,3,2
$TSLA,2020-03-25 17:36:19,1,5
$TSLA,2020-03-25 17:38:43,3,0
$TSLA,2020-03-25 17:39:48,2,0
$TSLA,2020-03-25 17:43:07,0,14
$TSLA,2020-03-25 17:45:02,1,0
$TSLA,2020-03-25 17:48:38,10,5
$TSLA,2020-03-25 17:49:40,3,1
$TSLA,2020-03-25 17:50:44,24,3
$TSLA,2020-03-25 17:51:46,20,1
$TSLA,2020-03-25 17:53:31,82,0
$TSLA,2020-03-25 17:54:52,8,0
$TSLA,2020-03-25 17:57:56,11,6
$TSLA,2020-03-25 17:59:41,22,0
$TSLA,2020-03-25 18:00:42,2,8
$TSLA,2020-03-25 18:01:59,8,0
$TSLA,2020-03-25 18:03:02,2,6
$TSLA,2020-03-25 18:04:56,6,0
$TSLA,2020-03-25 18:06:07,7,1
$TSLA,2020-03-25 18:08:04,9,1
$TSLA,2020-03-25 18:09:11,1,0
$TSLA,2020-03-25 18:10:50,1,2
$TSLA,2020-03-25 18:11:56,17,3
$TSLA,2020-03-25 18:13:28,10,0
$TSLA,2020-03-25 18:14:40,2,0
$TSLA,2020-03-25 18:15:53,13,81
$TSLA,2020-03-25 18:17:54,6,8
$TSLA,2020-03-25 18:19:35,3,196
$TSLA,2020-03-25 18:20:53,2,4
$TSLA,2020-03-25 18:21:55,4,5
$TSLA,2020-03-25 18:24:17,1,1
$TSLA,2020-03-25 18:25:51,1,11
$TSLA,2020-03-25 18:27:15,0,2
$TSLA,2020-03-25 18:28:46,6,39
$TSLA,2020-03-25 18:29:55,5,0
$TSLA,2020-03-25 18:31:29,8,0
$TSLA,2020-03-25 18:32:46,3,0
$TSLA,2020-03-25 18:35:13,2,0
$TSLA,2020-03-25 18:37:34,3,13
$TSLA,2020-03-25 18:38:55,10,0
$TSLA,2020-03-25 18:40:45,4,116
$TSLA,2020-03-25 18:43:00,21,0
$TSLA,2020-03-25 18:45:41,15,1
$TSLA,2020-03-25 18:46:48,8,0
$TSLA,2020-03-25 18:47:49,1,4
$TSLA,2020-03-25 18:49:19,2,76
$TSLA,2020-03-25 18:50:36,0,24
$TSLA,2020-03-25 18:52:01,1,6
$TSLA,2020-03-25 18:53:36,15,1
$TSLA,2020-03-25 18:55:05,25,0
$TSLA,2020-03-25 18:56:16,11,0
$TSLA,2020-03-25 18:57:38,0,11
$TSLA,2020-03-25 18:59:35,15,3
$TSLA,2020-03-25 19:00:51,0,6
$TSLA,2020-03-25 19:01:58,2,2
$TSLA,2020-03-25 19:03:02,27,0
$TSLA,2020-03-25 19:05:07,5,2
$TSLA,2020-03-25 19:06:51,20,2
$TSLA,2020-03-25 19:08:54,10,1
$TSLA,2020-03-25 19:11:42,194,6
$TSLA,2020-03-25 19:14:40,1,1
$TSLA,2020-03-25 19:16:06,4,44
$TSLA,2020-03-25 19:17:13,5,0
$TSLA,2020-03-25 19:18:49,2,1
$TSLA,2020-03-25 19:22:16,1,4
$TSLA,2020-03-25 19:23:51,199,0
$TSLA,2020-03-25 19:25:24,4,139
$TSLA,2020-03-25 19:26:48,4,23
$TSLA,2020-03-25 19:27:57,8,0
$TSLA,2020-03-25 19:29:01,1,7
$TSLA,2020-03-25 19:30:22,7,6
$TSLA,2020-03-25 19:31:24,0,12
$TSLA,2020-03-25 19:32:42,32,3
$TSLA,2020-03-25 19:33:49,8,0
$TSLA,2020-03-25 19:37:48,0,3
$TSLA,2020-03-25 19:38:53,0,13
$TSLA,2020-03-25 19:40:27,0,56
$TSLA,2020-03-25 19:42:34,5,1
$TSLA,2020-03-25 19:43:57,6,1
$TSLA,2020-03-25 19:45:11,0,2
$TSLA,2020-03-25 19:46:53,214,0
$TSLA,2020-03-25 19:48:13,2,5
$TSLA,2020-03-25 19:49:24,0,6
$TSLA,2020-03-25 19:50:27,99,17
$TSLA,2020-03-25 19:52:06,6,4
$TSLA,2020-03-25 19:53:15,2,0
$TSLA,2020-03-25 19:55:39,36,3
$TSLA,2020-03-25 19:56:48,1,3
$TSLA,2020-03-25 19:58:07,2,8
$TSLA,2020-03-25 19:59:39,9,0
$TSLA,2020-03-25 20:00:55,1,0
$TSLA,2020-03-25 20:01:58,5,0
$TSLA,2020-03-25 20:03:14,74,18
$TSLA,2020-03-25 20:04:45,18,0
$TSLA,2020-03-25 20:05:55,4,3
$TSLA,2020-03-25 20:06:59,16,0
$TSLA,2020-03-25 20:08:43,3,5
$TSLA,2020-03-25 20:10:04,0,1
$TSLA,2020-03-25 20:11:08,19,0
$TSLA,2020-03-25 20:12:12,2,4
$TSLA,2020-03-25 20:13:37,5,7
$TSLA,2020-03-25 20:15:18,3,0
$TSLA,2020-03-25 20:17:22,21,0
$TSLA,2020-03-25 20:18:37,2,0
$TSLA,2020-03-25 20:20:20,3,0
$TSLA,2020-03-25 20:21:26,2,0
$TSLA,2020-03-25 20:22:48,25,1
$TSLA,2020-03-25 20:24:22,0,2
$TSLA,2020-03-25 20:27:40,116,3
$TSLA,2020-03-25 20:29:24,1,3
$TSLA,2020-03-25 20:32:53,5,0
$TSLA,2020-03-25 20:34:01,5,0
$TSLA,2020-03-25 20:35:09,2,10
$TSLA,2020-03-25 20:38:02,24,0
$TSLA,2020-03-25 20:40:28,2,14
$TSLA,2020-03-25 20:41:41,0,7
$TSLA,2020-03-25 20:45:40,9,16
$TSLA,2020-03-25 20:47:36,6,0
$TSLA,2020-03-25 20:49:23,1,0
$TSLA,2020-03-25 20:51:23,21,2
$TSLA,2020-03-25 20:54:17,0,3
$TSLA,2020-03-25 20:56:13,6,0
$TSLA,2020-03-25 20:57:38,0,11
$TSLA,2020-03-25 20:58:53,4,0
$TSLA,2020-03-25 21:00:11,7,0
$TSLA,2020-03-25 21:01:33,2,1
$TSLA,2020-03-25 21:02:57,4,0
$TSLA,2020-03-25 21:04:12,16,67
$TSLA,2020-03-25 21:05:24,2,0
$TSLA,2020-03-25 21:08:10,0,3
$TSLA,2020-03-25 21:09:41,20,3
$TSLA,2020-03-25 21:10:44,3,0
$TSLA,2020-03-25 21:11:59,1,2
$TSLA,2020-03-25 21:13:17,17,370
$TSLA,2020-03-25 21:14:48,2,0
$TSLA,2020-03-25 21:16:16,0,39
$TSLA,2020-03-25 21:17:24,8,10
$TSLA,2020-03-25 21:20:52,17,1
$TSLA,2020-03-25 21:22:06,0,13
$TSLA,2020-03-25 21:23:07,2,0
$TSLA,2020-03-25 21:24:12,10,0
$TSLA,2020-03-25 21:26:12,4,3
$TSLA,2020-03-25 21:27:17,41,0
$TSLA,2020-03-25 21:28:28,11,0
$TSLA,2020-03-25 21:29:58,30,0
$TSLA,2020-03-25 21:31:32,4,16
$TSLA,2020-03-25 21:34:27,6,0
$TSLA,2020-03-25 21:36:26,3,0
$TSLA,2020-03-25 21:37:45,69,0
$TSLA,2020-03-25 21:39:15,101,0
$TSLA,2020-03-25 21:40:21,0,2
$TSLA,2020-03-25 21:44:12,0,4
$TSLA,2020-03-25 21:47:20,0,4
$TSLA,2020-03-25 21:48:32,9,4
$TSLA,2020-03-25 21:52:03,0,6
$TSLA,2020-03-25 21:54:05,0,5
$TSLA,2020-03-25 21:55:46,89,0
$TSLA,2020-03-25 21:58:09,0,2
$TSLA,2020-03-25 21:59:23,7,0
$TSLA,2020-03-25 22:02:44,3,2
$TSLA,2020-03-25 22:03:59,2,16
$TSLA,2020-03-25 22:06:03,1,0
$TSLA,2020-03-25 22:07:05,10,30
$TSLA,2020-03-25 22:08:36,6,9
$TSLA,2020-03-25 22:12:05,0,44
$TSLA,2020-03-25 22:13:13,0,2
$TSLA,2020-03-25 22:15:07,6,2
$TSLA,2020-03-25 22:17:15,3,0
$TSLA,2020-03-25 22:18:43,5,4
$TSLA,2020-03-25 22:20:56,16,5
$TSLA,2020-03-25 22:24:25,3,0
$TSLA,2020-03-25 22:28:54,3,0
$TSLA,2020-03-25 22:31:29,0,10
$TSLA,2020-03-25 22:33:02,3,0
$TSLA,2020-03-25 22:36:22,0,11
$TSLA,2020-03-25 22:37:48,0,1
$TSLA,2020-03-25 22:39:00,0,23
$TSLA,2020-03-25 22:43:47,4,0
$TSLA,2020-03-25 22:45:02,24,0
$TSLA,2020-03-25 22:47:15,6,0
$TSLA,2020-03-25 22:48:45,14,0
$TSLA,2020-03-25 22:51:40,1,0
$TSLA,2020-03-25 22:52:46,8,2
$TSLA,2020-03-25 22:54:45,0,4
$TSLA,2020-03-25 22:56:12,4,0
$TSLA,2020-03-25 22:59:46,2,3
$TSLA,2020-03-25 23:01:10,0,4
$TSLA,2020-03-25 23:03:06,2,6
$TSLA,2020-03-25 23:05:28,2,2
$TSLA,2020-03-25 23:10:13,427,37
$TSLA,2020-03-25 23:11:20,0,3
$TSLA,2020-03-25 23:15:01,1,7
$TSLA,2020-03-25 23:19:28,4,13
$TSLA,2020-03-25 23:21:03,47,5
$TSLA,2020-03-25 23:22:14,10,0
$TSLA,2020-03-25 23:24:28,0,13
$TSLA,2020-03-25 23:25:48,0,1
$TSLA,2020-03-25 23:27:15,2,1
$TSLA,2020-03-25 23:28:30,0,13
$TSLA,2020-03-25 23:32:35,14,0
$TSLA,2020-03-25 23:34:28,9,0
$TSLA,2020-03-25 23:36:09,7,0
$TSLA,2020-03-25 23:38:31,11,0
$TSLA,2020-03-25 23:39:54,4,0
$TSLA,2020-03-25 23:41:09,5,1
$TSLA,2020-03-25 23:42:23,7,0
$TSLA,2020-03-25 23:44:57,0,2
$TSLA,2020-03-25 23:46:21,5,2
$TSLA,2020-03-25 23:50:07,15,69
$TSLA,2020-03-25 23:54:03,0,1
$TSLA,2020-03-25 23:55:12,2,7
$TSLA,2020-03-25 23:56:55,8,3
$TSLA,2020-03-25 23:58:27,21,0
$TSLA,2020-03-26 13:10:37,0,11
$TSLA,2020-03-26 13:12:27,14,0
$TSLA,2020-03-26 13:13:42,10,2
$TSLA,2020-03-26 13:15:21,0,2
$TSLA,2020-03-26 13:17:08,11,5
$TSLA,2020-03-26 13:18:42,3,1
$TSLA,2020-03-26 13:22:09,5,8
$TSLA,2020-03-26 13:23:21,3,0
$TSLA,2020-03-26 13:25:39,4,1
$TSLA,2020-03-26 13:26:59,0,2
$TSLA,2020-03-26 13:28:21,2,0
$TSLA,2020-03-26 13:29:51,3,6
$TSLA,2020-03-26 13:31:07,5,3
$TSLA,2020-03-26 13:32:42,0,2
$TSLA,2020-03-26 13:34:00,5,0
$TSLA,2020-03-26 13:35:21,7,1
$TSLA,2020-03-26 13:36:51,3,1
$TSLA,2020-03-26 13:39:37,6,5
$TSLA,2020-03-26 13:41:03,4,0
$TSLA,2020-03-26 13:43:00,2,6
$TSLA,2020-03-26 13:45:22,11,0
$TSLA,2020-03-26 13:47:34,4,60
$TSLA,2020-03-26 13:49:16,4,12
$TSLA,2020-03-26 13:50:56,8,0
$TSLA,2020-03-26 13:52:46,0,9
$TSLA,2020-03-26 13:53:57,5,10
$TSLA,2020-03-26 13:55:02,1,2
$TSLA,2020-03-26 13:56:07,0,17
$TSLA,2020-03-26 13:57:46,0,6
$TSLA,2020-03-26 13:58:53,44,3
$TSLA,2020-03-26 14:02:20,0,6
$TSLA,2020-03-26 14:03:49,2,0
$TSLA,2020-03-26 14:04:53,2,0
$TSLA,2020-03-26 14:06:02,0,6
$TSLA,2020-03-26 14:08:29,0,2
$TSLA,2020-03-26 14:09:33,0,2
$TSLA,2020-03-26 14:10:44,6,1
$TSLA,2020-03-26 14:13:11,12,2
$TSLA,2020-03-26 14:14:34,1,0
$TSLA,2020-03-26 14:16:00,1,1
$TSLA,2020-03-26 14:17:40,2,27
$TSLA,2020-03-26 14:19:12,15,2
$TSLA,2020-03-26 14:20:15,9,0
$TSLA,2020-03-26 14:21:45,0,1
$TSLA,2020-03-26 14:23:29,3,0
$TSLA,2020-03-26 14:24:57,1,0
$TSLA,2020-03-26 14:26:03,1,0
$TSLA,2020-03-26 14:27:09,85,3
$TSLA,2020-03-26 14:28:25,440,4
$TSLA,2020-03-26 14:29:27,21,39
$TSLA,2020-03-26 14:30:46,0,17
$TSLA,2020-03-26 14:32:07,49,30
$TSLA,2020-03-26 14:33:43,0,26
$TSLA,2020-03-26 14:34:52,4,203
$TSLA,2020-03-26 14:36:18,2,6
$TSLA,2020-03-26 14:38:38,36,14
$TSLA,2020-03-26 14:39:55,3,15
$TSLA,2020-03-26 14:41:20,0,2
$TSLA,2020-03-26 14:43:01,18,4
