Datetime,Open,High,Low,Close,Adj Close,Volume
2020-02-25 09:30:00-05:00,853.6900024414062,853.6900024414062,853.6900024414062,853.6900024414062,853.6900024414062,648261
2020-02-25 09:31:00-05:00,853.5800170898438,854.6699829101562,847.2849731445312,848.5599975585938,848.5599975585938,119100
2020-02-25 09:32:00-05:00,848.5700073242188,851.0,846.3049926757812,847.5441284179688,847.5441284179688,81663
2020-02-25 09:33:00-05:00,848.6055908203125,852.77001953125,847.0399780273438,850.3895263671875,850.3895263671875,86672
2020-02-25 09:34:00-05:00,847.74169921875,847.74169921875,847.74169921875,847.74169921875,847.74169921875,66344
2020-02-25 09:35:00-05:00,847.719970703125,849.0499877929688,847.719970703125,849.0,849.0,48154
2020-02-25 09:36:00-05:00,847.9508056640625,847.9508056640625,846.4500122070312,846.4500122070312,846.4500122070312,100490
2020-02-25 09:37:00-05:00,847.3200073242188,849.0,847.3200073242188,849.0,849.0,37338
2020-02-25 09:38:00-05:00,848.788818359375,849.7990112304688,848.63671875,849.655029296875,849.655029296875,62564
2020-02-25 09:39:00-05:00,849.2899780273438,849.2899780273438,847.8325805664062,847.8325805664062,847.8325805664062,45274
2020-02-25 09:40:00-05:00,847.4450073242188,848.4141845703125,847.4450073242188,847.6032104492188,847.6032104492188,58573
2020-02-25 09:41:00-05:00,849.280029296875,849.280029296875,848.7949829101562,848.7949829101562,848.7949829101562,33048
2020-02-25 09:42:00-05:00,848.0,848.0,845.9600219726562,845.9600219726562,845.9600219726562,50295
2020-02-25 09:43:00-05:00,845.030029296875,845.030029296875,841.5,842.0,842.0,90246
2020-02-25 09:44:00-05:00,841.0900268554688,841.0900268554688,840.510009765625,840.510009765625,840.510009765625,72469
2020-02-25 09:45:00-05:00,840.8200073242188,840.8200073242188,838.6328735351562,838.6328735351562,838.6328735351562,65122
2020-02-25 09:46:00-05:00,838.6799926757812,838.6799926757812,837.822509765625,837.822509765625,837.822509765625,66518
2020-02-25 09:47:00-05:00,837.280029296875,838.844482421875,837.280029296875,838.844482421875,838.844482421875,72270
2020-02-25 09:48:00-05:00,841.0111083984375,841.0111083984375,840.55419921875,840.55419921875,840.55419921875,99907
2020-02-25 09:49:00-05:00,840.5159912109375,841.7026977539062,839.86767578125,841.7026977539062,841.7026977539062,66198
2020-02-25 09:50:00-05:00,839.4199829101562,841.0767822265625,839.4199829101562,841.0767822265625,841.0767822265625,39343
2020-02-25 09:51:00-05:00,842.0,844.4849853515625,842.0,843.1799926757812,843.1799926757812,72790
2020-02-25 09:52:00-05:00,843.2150268554688,843.2150268554688,842.8200073242188,842.8200073242188,842.8200073242188,48065
2020-02-25 09:53:00-05:00,842.4000244140625,842.4000244140625,841.489990234375,841.7000122070312,841.7000122070312,54588
2020-02-25 09:54:00-05:00,841.4884033203125,842.927978515625,841.4884033203125,842.927978515625,842.927978515625,27591
2020-02-25 09:55:00-05:00,842.23681640625,842.23681640625,840.7039794921875,840.7039794921875,840.7039794921875,26156
2020-02-25 09:56:00-05:00,837.3599853515625,838.8200073242188,837.3599853515625,838.8200073242188,838.8200073242188,57686
2020-02-25 09:57:00-05:00,839.3773193359375,839.3773193359375,835.542724609375,835.542724609375,835.542724609375,44399
2020-02-25 09:58:00-05:00,835.5264282226562,837.4793701171875,834.3922729492188,837.4793701171875,837.4793701171875,106363
2020-02-25 09:59:00-05:00,837.14501953125,837.8928833007812,834.530029296875,836.0,836.0,39820
2020-02-25 10:00:00-05:00,835.969970703125,837.8021850585938,833.3508911132812,837.2720947265625,837.2720947265625,33286
2020-02-25 10:01:00-05:00,837.2000122070312,839.4849853515625,836.9644775390625,837.469970703125,837.469970703125,44573
2020-02-25 10:02:00-05:00,837.6119995117188,840.8800048828125,837.0,839.0499877929688,839.0499877929688,43755
2020-02-25 10:03:00-05:00,839.7999267578125,840.3499755859375,836.3989868164062,836.9564208984375,836.9564208984375,27748
2020-02-25 10:04:00-05:00,836.1900024414062,837.8499145507812,835.510009765625,836.1445922851562,836.1445922851562,37108
2020-02-25 10:05:00-05:00,835.74462890625,836.8499755859375,834.0800170898438,836.8499755859375,836.8499755859375,35157
2020-02-25 10:06:00-05:00,836.4813232421875,837.989990234375,836.0800170898438,837.751708984375,837.751708984375,28191
2020-02-25 10:07:00-05:00,837.2307739257812,840.0,837.0,839.153076171875,839.153076171875,37927
2020-02-25 10:08:00-05:00,839.489990234375,839.510009765625,837.5,838.1500244140625,838.1500244140625,38235
2020-02-25 10:09:00-05:00,838.5,840.0,837.010009765625,837.4249877929688,837.4249877929688,36919
2020-02-25 10:10:00-05:00,837.5048828125,837.6900024414062,835.75,835.9000244140625,835.9000244140625,25213
2020-02-25 10:11:00-05:00,836.2899780273438,838.0,834.7100219726562,836.8200073242188,836.8200073242188,40844
2020-02-25 10:12:00-05:00,836.9876708984375,837.719970703125,833.5100708007812,834.1599731445312,834.1599731445312,37201
2020-02-25 10:13:00-05:00,834.2650146484375,834.8969116210938,833.1500244140625,834.16357421875,834.16357421875,36080
2020-02-25 10:14:00-05:00,834.0900268554688,834.3139038085938,830.1099853515625,830.5499267578125,830.5499267578125,90378
2020-02-25 10:15:00-05:00,830.5250244140625,832.9099731445312,830.2401123046875,831.6500244140625,831.6500244140625,60740
2020-02-25 10:16:00-05:00,831.9400024414062,833.5671997070312,831.010009765625,831.4600219726562,831.4600219726562,49020
2020-02-25 10:17:00-05:00,831.077392578125,832.0,826.156982421875,826.3200073242188,826.3200073242188,103105
2020-02-25 10:18:00-05:00,826.4299926757812,828.5750122070312,825.5399780273438,826.2940063476562,826.2940063476562,67742
2020-02-25 10:19:00-05:00,826.969482421875,827.27001953125,824.0,824.0599975585938,824.0599975585938,72640
2020-02-25 10:20:00-05:00,824.251708984375,825.0,817.1300048828125,821.2899780273438,821.2899780273438,205871
2020-02-25 10:21:00-05:00,821.4949951171875,821.5050048828125,814.4099731445312,819.239990234375,819.239990234375,135604
